COUNTY,COUNTY_NAME,CTY_GEO_ID,SUBCOUNTY_NAME,SUBCTY_GEO_ID,DISTRICT,PRECINCT_CODE,PRECINCT_NAME,ACTIVE_VOTER_COUNT,CHURCH,POLLING_PLACE,Address
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 1, Lamar County, Mississippi",0600000US2807390333,1,111,LAMAR PARK,1737,False,LAMAR PARK COMMUNITY CENTER,226 PINEWOOD DR HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 1, Lamar County, Mississippi",0600000US2807390333,1,112,OKAHOLA,760,False,OKAHOLA COMMUNITY CENTER,59 OLD OKAHOLA SCHOOL RD PURVIS MS 39475
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 1, Lamar County, Mississippi",0600000US2807390333,1,114,RICHBURG,2437,False,RICHBURG COMMUNITY CENTER,324 SANDY RUN RD HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 1, Lamar County, Mississippi",0600000US2807390333,1,118,NORTHEAST LAMAR,1595,False,NORTHEAST LAMAR,290 HARTFIELD RD HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 2, Lamar County, Mississippi",0600000US2807391071,2,221,LUMBERTON,1444,False,BEN BARRETT COMMUNITY CENTER,764 EAST MAIN AVE LUMBERTON MS 39455
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 2, Lamar County, Mississippi",0600000US2807391071,2,222,SOUTH PURVIS,2242,False,SOUTH PURVIS COMMUNITY CENTER,829 MARTIN LUTHER KING DR PURVIS MS 39475
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 2, Lamar County, Mississippi",0600000US2807391071,2,223,YAWN,356,False,YAWN COMMUNITY CENTER,254 YAWN SCHOOL RD LUMBERTON MS 39455
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 2, Lamar County, Mississippi",0600000US2807391071,2,235,WESLEY MANOR,1451,False,WESLEY MANOR RETIREMENT CENTER,246 WESTOVER DR HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 3, Lamar County, Mississippi",0600000US2807391809,3,313,PINE GROVE*,753,False,PINE GROVE COMMUNITY CENTER,638 PURVIS OLOH RD PURVIS MS 39475
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 3, Lamar County, Mississippi",0600000US2807391809,3,331,BAXTERVILLE,589,False,BAXTERVILLE COMMUNITY CENTER,5535 HWY 13 LUMBERTON MS 39455
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 3, Lamar County, Mississippi",0600000US2807391809,3,332,GREENVILLE,1087,False,GREENVILLE COMMUNITY CENTER,2721 PURVIS COLUMBIA RD LUMBERTON MS 39455
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 3, Lamar County, Mississippi",0600000US2807391809,3,333,PURVIS,2569,False,PURVIS COMMUNITY CENTER,112 SHELBY SPEIGHTS DR PURVIS MS 39475
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 3, Lamar County, Mississippi",0600000US2807391809,3,341,ARNOLD LINE,1594,False,ARNOLD LINE COMMUNITY CENTER,345 HEGWOOD RD HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 3, Lamar County, Mississippi",0600000US2807391809,3,342,MILL CREEK,663,False,MILL CREEK COMMUNITY CENTER,4403 OLD HWY 11 PURVIS MS 39475
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 4, Lamar County, Mississippi",0600000US2807392547,4,442,MIDWAY,2058,False,MIDWAY COMMUNITY CENTER,1166 OLD HWY 24 HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 4, Lamar County, Mississippi",0600000US2807392547,4,443,OAK GROVE,2249,False,OAK GROVE COMMUNITY CENTER,4956 OLD HWY 11 HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 4, Lamar County, Mississippi",0600000US2807392547,4,444,LAKE SERENE,3233,False,LAKE SERENE CLUBHOUSE,256 W LAKE RD HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 4, Lamar County, Mississippi",0600000US2807392547,4,446,KINGSMILL,672,False,KINGSMILL COMMUNITY CENTER,5874 W 4TH ST HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 4, Lamar County, Mississippi",0600000US2807392547,4,447,CANEBRAKE,1455,False,CANEBRAKE,#2 CANEBRAKE BLVD HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 5, Lamar County, Mississippi",0600000US2807393285,5,551,BRELAND,3192,False,BRELAND COMMUNITY CENTER,1349 JACKSON RD HATTIESBURG MS 39402
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 5, Lamar County, Mississippi",0600000US2807393285,5,552,OLOH,585,False,OLOH COMMUNITY CENTER,45 OLOH RD SUMRALL MS 39482
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 5, Lamar County, Mississippi",0600000US2807393285,5,553,ROCKY BRANCH,855,False,ROCKY BRANCH COMMUNITY CENTER,2646 ROCKY BRANCH RD SUMRALL MS 39482
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 5, Lamar County, Mississippi",0600000US2807393285,5,554,SUMRALL,3190,False,SUMRALL COMMUNITY CENTER,95 CENTER AVE SUMRALL MS 39482
LAMAR,"Lamar County, Mississippi",0500000US28073,"District 5, Lamar County, Mississippi",0600000US2807393285,5,555,ORAL,1632,True,ORAL CHURCH,3661 HWY 589 SUMRALL MS 39482
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 1, Lauderdale County, Mississippi",0600000US2807590342,1,101,101 - ONE,2212,True,TRINITY PRESBYTERIAN CHURCH,4223 POPLAR SPRING DR MERIDIAN MS 39305
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 1, Lauderdale County, Mississippi",0600000US2807590342,1,105,105 - FIVE,1722,False,MERIDIAN LITTLE THEATRE,4334 HWY 39 NORTH MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 1, Lauderdale County, Mississippi",0600000US2807590342,1,126,126 - GRACEPOINTE FELLOWSHIP,969,False,GRACEPOINTE FELLOWSHIP,8522 HWY 39 N MERIDIAN MS 39305
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 1, Lauderdale County, Mississippi",0600000US2807590342,1,127,127 - BAILEY,1897,True,BAILEY PRESBYTERIAN CHURCH,8665 HWY 493 BAILEY MS 39320
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 1, Lauderdale County, Mississippi",0600000US2807590342,1,146,146 - NEW LAUDERDALE,1750,True,NORTH PARK CHURCH,7770 HWY 39 N MERIDIAN MS 39305
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 2, Lauderdale County, Mississippi",0600000US2807591080,2,206,206 - SIX,1912,False,VELMA YOUNG COMMUNITY CENTER,1530 24TH ST MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 2, Lauderdale County, Mississippi",0600000US2807591080,2,214,214 - FOURTEEN,1136,False,COURTHOUSE LOBBY,500 CONSTITUTION AVE MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 2, Lauderdale County, Mississippi",0600000US2807591080,2,235,235 - DALEVILLE,306,True,DALEVILLE UNITED METHODIST CHURCH,10998 HWY 39 N DALEVILLE MS 39326
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 2, Lauderdale County, Mississippi",0600000US2807591080,2,237,237 - EAST LAUDERDALE,1590,True,GATEWAY CHURCH,3750 LAUDERDALE RD LAUDERDALE MS 39335
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 2, Lauderdale County, Mississippi",0600000US2807591080,2,238,238 - MARION,1023,True,HAMASA TEMPLE SHRINE,5516 DALE DRIVE MARION MS 39342
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 2, Lauderdale County, Mississippi",0600000US2807591080,2,240,240 - KEWANEE,330,True,SPRINGHILL BAPTIST CHURCH,5395 WRIGHT SPUR RD TOOMSUBA MS 39364
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 2, Lauderdale County, Mississippi",0600000US2807591080,2,254,254 - RUSSELL,1001,False,RUSSELL FIRE DEPT,1728 MARION RUSSELL RD MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 2, Lauderdale County, Mississippi",0600000US2807591080,2,262,262 - TOOMSUBA,520,False,TOOMSUBA FIRE STATION,51 WILL GARRETT RD TOOMSUBA MS 39364
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 3, Lauderdale County, Mississippi",0600000US2807591818,3,303,303 - THREE,1232,True,NEW LIFE COMM CHURCH,3000 STATE BOULEVARD MERIDIAN MS 39307
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 3, Lauderdale County, Mississippi",0600000US2807591818,3,313,313 - THIRTEEN,1212,True,NORTHCREST BAPT CHURCH STUDENT YOUTH CENTER,3412 NORTH HILLS STREET MERIDIAN MS 39305
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 3, Lauderdale County, Mississippi",0600000US2807591818,3,329,329 - CENTER HILL,1571,True,FELLOWSHIP BAPTIST CHURCH,9325 FELLOWSHIP RD MERIDIAN MS 39305
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 3, Lauderdale County, Mississippi",0600000US2807591818,3,331,331 - COLLINSVILLE,1967,True,COLLINSVILLE FIRST BAPTIST CHURCH,9241 HWY 19 N COLLINSVILLE MS 39325
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 3, Lauderdale County, Mississippi",0600000US2807591818,3,343,343 - MARTIN,1053,True,PINE GROVE BAPTIST CHURCH,11874 PINE GROVE RD COLLINSVILLE MS 39325
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 3, Lauderdale County, Mississippi",0600000US2807591818,3,361,361 - SUQUALENA,1868,True,MACEDONIA BAPTIST CHURCH,11206 HWY 494 MERIDIAN MS 39305
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 4, Lauderdale County, Mississippi",0600000US2807592556,4,407,407 - SEVEN,543,True,EL BETHEL MISSIONARY BAPT CH,2300 STATE BLVD MERIDIAN MS 39307
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 4, Lauderdale County, Mississippi",0600000US2807592556,4,408,408 - EIGHT,948,False,MSU-MERIDIAN,1000 HWY 19 N MERIDIAN MS 39307
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 4, Lauderdale County, Mississippi",0600000US2807592556,4,409,409 - NINE,1172,True,MT OLIVE MB CHURCH,544 49TH AVE MERIDIAN MS 39307
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 4, Lauderdale County, Mississippi",0600000US2807592556,4,410,410 - TEN,447,False,OLD MT BARTON SCHOOL,2900 ST PAUL ST MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 4, Lauderdale County, Mississippi",0600000US2807592556,4,411,411 - ELEVEN,699,True,PRINCE OF PEACE CHRISTIAN FELLOWSHIP CHURCH,3004 7TH STREET MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 4, Lauderdale County, Mississippi",0600000US2807592556,4,412,412 - TWELVE,1331,False,BOYS AND GIRLS CLUB,1717 45TH AVENUE MERIDIAN MS 39307
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 4, Lauderdale County, Mississippi",0600000US2807592556,4,415,415 - FIFTEEN,1386,True,CHURCH OF THE MEDIATOR,3825 35TH AVE MERIDIAN MS 39305
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 4, Lauderdale County, Mississippi",0600000US2807592556,4,450,450 - PICKARD,729,True,THE FIREHOUSE CHURCH,3231 OFFICERS LAKE RD MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 5, Lauderdale County, Mississippi",0600000US2807593294,5,517,517 - SEVENTEEN,697,True,OAK GROVE BAPTIST CHURCH,801 OAK GROVE DR MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 5, Lauderdale County, Mississippi",0600000US2807593294,5,528,528 - CAUSEYVILLE,536,False,CAUSEYVILLE FIRE STATION,6145 CAUSEYVILLE RD MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 5, Lauderdale County, Mississippi",0600000US2807593294,5,530,530 - CLARKDALE,1481,True,NEW HOPE BAPTIST CHURCH,6573 HWY 145 MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 5, Lauderdale County, Mississippi",0600000US2807593294,5,544,544 - MEEHAN,594,False,MEEHAN FIRE STATION,12195 OLD HWY 80 WEST MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 5, Lauderdale County, Mississippi",0600000US2807593294,5,549,549 - ODOM,573,True,PENTECOSTAL CHURCH OF JESUS CHRIST,1404 HWY 19 S MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 5, Lauderdale County, Mississippi",0600000US2807593294,5,560,560 - SOUTH NELLIEBURG,500,False,LOST GAP FIRE STATION,87 NORTH LAKELAND DR MERIDIAN MS 39307
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 5, Lauderdale County, Mississippi",0600000US2807593294,5,564,564 - VIMVILLE,1523,True,COKER'S CHAPEL UNITED METHODIST CHURCH,3042 JEFF DAVIS SCHOOL ROAD MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 5, Lauderdale County, Mississippi",0600000US2807593294,5,565,565 - WHYNOT,612,False,WHYNOT FIRE STATION,4602 OLD HWY 19 SE MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 5, Lauderdale County, Mississippi",0600000US2807593294,5,567,567 - ZERO,1117,False,LONG CREEK FIRE STATION,4892 ZERO RD MERIDIAN MS 39301
LAUDERDALE,"Lauderdale County, Mississippi",0500000US28075,"District 5, Lauderdale County, Mississippi",0600000US2807593294,5,583,583 - MT GILEAD,866,True,MT GILEAD BAPTIST CHURCH,3456 KOA CAMPGROUND RD MERIDIAN MS 39301
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,1,COURTHOUSE A-Z,1453,False,COURTHOUSE,517 EAST BROAD STREET MONTICELLO MS 39654
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,11,TOPEKA,269,False,TOPEKA FIRE DEPT.,21 BISMARK ROAD JAYESS MS 39641
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,15,NEW HEBRON,750,False,NEW HEBRON ACTIVITY BUILDING,400 MAIN AVENUE NEW HEBRON MS 39140
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,16,STRINGER/N PLEASANT HILL,532,False,NORTH PLEASANT HILL FIRE DEPT,372 NORTH PLEASANT HILL ROAD NEW HEBRON MS 39140
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,17,S DISTRICT 4,350,True,OLD MONT PENT CHURCH,32 ROCK HILL RD MONTICELLO MS 39654
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,18,MONTICELLO-BEAT 5,488,True,FIRST BAPTIST CHURCH,188 CHURCH STREET MONTICELLO MS 39654
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,29,ARM,653,False,ARM FIRE DEPARTMENT,24 ARM CEMETARY ROAD SILVER CREEK MS 39663
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,3,OMA,389,False,OMA VOL. FIRE DEPT,1218 MONTICELLO ROAD MONTICELLO MS 39654
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,30,SILVER CREEK,569,False,U.P.W.I. UNION HALL,3186 SOUTHERN AVENUE SILVER CREEK MS 39663
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,4,SONTAG,701,False,COMMUNITY CENTER (SONTAG),946 SONTAG NOLA ROAD SONTAG MS 39665
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,6,WEST MONTICELLO (A-Z),611,False,NEW ZION FIRE DEPT,221 NEW ZION RD MONTICELLO MS 39654
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,8,COOPERS CREEK (A-Z),728,False,TOPEKA-TILTON SCHOOL,853 HWY 27 MONTICELLO MS 39654
LAWRENCE,"Lawrence County, Mississippi",0500000US28077,,,0,9,JAYESS,595,False,THE REFUGE,584 WOODY ROAD JAYESS MS 39641
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,CONWA,CONWAY,598,False,CONWAY/D2,VOTING HOUSE 3201 CONWAY RD CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,E CAR,EAST CARTHAGE,880,False,EAST CARTHAGE/D1,LEAKE COUNTY EXTENSION SERVICE 729 EAST MAIN STREET CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,EDINB,EDINBURG,573,True,EDINBURG/D1,PINE GROVE CHURCH 91 ADAMS RD CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,FREEN,FREENY,675,True,FREENY/D4,CHURCH BUILDING 3501 FREENY RD CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,GOOD,GOOD HOPE,764,False,GOOD HOPE/D4,SW LEAKE WATER ASSN. BLDG. 991 PLEASANT HILL RD LENA MS 39094
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,HARM,HARMONY,553,True,HARMONY/D5,GALILEE M.B. CHURCH FELLOWSHIP HALL 1867 GALILEE RD CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,LENA,LENA,527,False,LENA/D4,LENA FIRE DEPT 1114 GRAND AVE. LENA MS 39094
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,MADDE,MADDEN,620,False,MADDEN/D5,MADDEN FIRE DEPT 1413 BRYAN RD CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,N CAR,NORTH CARTHAGE,1078,False,NORTH CARTHAGE/D2,CARTHAGE LIBRARY 114 EAST FRANKLIN STREET CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,OFAHO,OFAHOMA,554,False,OFAHOMA/D3,OFAHOMA FIRE DEPT 2531 FOREST GROVE RD CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,RENFR,RENFROE,511,False,RENFROE/D1,MARYDELL FIRE DEPT 201 LOOP RD CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,S CAR,SOUTH CARTHAGE,468,True,ASSEMBLY OF GOD CHURCH/D4,1406 HWY 35 SOUTH CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,SALEM,SALEM,447,True,SALEM/D5,PINE GROVE CHURCH 3379 PINE GROVE RD WALNUT GROVE MS 39189
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,SINGL,SINGLETON,929,False,SINGLETON/D2,BARNES FIRE DEPARTMENT 4645 COUNTYLINE RD CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,SUNRI,SUNRISE,487,False,SUNRISE/D1,EDINBURG FIRE DEPT 2657 HWY 16 E CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,THOMA,THOMASTOWN,622,False,THOMASTOWN/D3,THOMASTOWN COMMUNITY CNTR 7665 HWY 43 KOSCIUSKO MS 39090
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,W CAR,WEST CARTHAGE,1218,False,WEST CARTHAGE/D3,LINCOLN PARK COMMUNITY CNT 411 HAYES STREET CARTHAGE MS 39051
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,W GRO,WALNUT GROVE,989,False,WALNUT GROVE/D5,MAIN STREET CENTER 145 MAIN ST. WALNUT GROVE MS 39189
LEAKE,"Leake County, Mississippi",0500000US28079,,,0,WIGGI,WIGGINS,546,False,WIGGINS CEMETERY BUILDING,1930 HWY 16 WEST CARTHAGE MS 39051
LEE,"Lee County, Mississippi",0500000US28081,"District 1, Lee County, Mississippi",0600000US2808190369,1,P101,PRATTS,453,False,PRATTS FIRE STATION,2171 HWY 370 BALDWYN MS 38824
LEE,"Lee County, Mississippi",0500000US28081,"District 1, Lee County, Mississippi",0600000US2808190369,1,P102,BALDWYN,980,False,BALDWYN CITY HALL,202 S SECOND ST BALDWYN MS 38824
LEE,"Lee County, Mississippi",0500000US28081,"District 1, Lee County, Mississippi",0600000US2808190369,1,P103,GUNTOWN,1647,False,GUNTOWN COMMUNITY CENTER,1571 MAIN ST GUNTOWN MS 38849
LEE,"Lee County, Mississippi",0500000US28081,"District 1, Lee County, Mississippi",0600000US2808190369,1,P104,FRIENDSHIP,234,False,FRIENDSHIP FIRE STATION,990 RD 2578 BALDWYN MS 38824
LEE,"Lee County, Mississippi",0500000US28081,"District 1, Lee County, Mississippi",0600000US2808190369,1,P105,UNITY,1229,False,UNITY FIRE STATION,913 RD 1303 GUNTOWN MS 38849
LEE,"Lee County, Mississippi",0500000US28081,"District 1, Lee County, Mississippi",0600000US2808190369,1,P107,OAK HILL,971,True,OAK HILL COMMUNITY CHURCH,1328 ROAD 885 SALTILLO MS 38866
LEE,"Lee County, Mississippi",0500000US28081,"District 1, Lee County, Mississippi",0600000US2808190369,1,P108,VETERANS PARK,2205,False,J. T. NEELY CENTER,791 N VETERANS MEMORIAL BLVD TUPELO MS 38804
LEE,"Lee County, Mississippi",0500000US28081,"District 1, Lee County, Mississippi",0600000US2808190369,1,P109,TUPELO 1,1560,False,BEL-AIR CENTER,2107 COUNTRY CLUB RD TUPELO MS 38804
LEE,"Lee County, Mississippi",0500000US28081,"District 1, Lee County, Mississippi",0600000US2808190369,1,P106,AUBURN,1172,True,AUBURAN BAPTIST CHURCH GYM/FAMILY LIFE CENTER,1140 ROAD 931 TUPELO MS 38804
LEE,"Lee County, Mississippi",0500000US28081,"District 2, Lee County, Mississippi",0600000US2808191107,2,P201,CEDAR HILL,1509,False,CEDAR HILL FIRE STATION,195 RD 541 GUNTOWN MS 38849
LEE,"Lee County, Mississippi",0500000US28081,"District 2, Lee County, Mississippi",0600000US2808191107,2,P204,BIRMINGHAM RIDGE,1835,True,BIRMINGHAM RIDGE BAPTIST CHURCH,"717 BIRMINGHAM RIDGE RD ,SALTILLO MS 38866"
LEE,"Lee County, Mississippi",0500000US28081,"District 2, Lee County, Mississippi",0600000US2808191107,2,P205,EUCLATUBBA,378,True,EUCLATUBBA BAPTIST CHURCH,726 EUCLATUBBA RD SALTILLO MS 38866
LEE,"Lee County, Mississippi",0500000US28081,"District 2, Lee County, Mississippi",0600000US2808191107,2,P206,SALTILLO,2954,False,SALTILLO COMMUNITY CENTER,200 PARK AVE SALTILLO MS 38866
LEE,"Lee County, Mississippi",0500000US28081,"District 2, Lee County, Mississippi",0600000US2808191107,2,P203,BEECH SPRINGS,728,True,BEECH SPRINGS BAPTIST CHURCH,146 FREE WILL LN SALTILLO MS 38866
LEE,"Lee County, Mississippi",0500000US28081,"District 2, Lee County, Mississippi",0600000US2808191107,2,P202,TUPELO 2,3561,True,PARKWAY BAPTIST CHURCH,1302 LEE ST TUPELO MS 38801
LEE,"Lee County, Mississippi",0500000US28081,"District 3, Lee County, Mississippi",0600000US2808191845,3,P301,BELDEN,776,True,BELDEN BAPTIST CHURCH,4121 MCCULLOUGH BLVD BELDEN MS 38826
LEE,"Lee County, Mississippi",0500000US28081,"District 3, Lee County, Mississippi",0600000US2808191845,3,P302,TFM # 5,6455,False,TUPELO FURNITURE MARKET BLDG 5,1879 COLEY RD TUPELO MS 38801
LEE,"Lee County, Mississippi",0500000US28081,"District 3, Lee County, Mississippi",0600000US2808191845,3,P303,TUPELO 3,3915,True,LAWNDALE PRESBYTERIAN CHURCH,1500 LAWNDALE DR TUPELO MS 38801
LEE,"Lee County, Mississippi",0500000US28081,"District 4, Lee County, Mississippi",0600000US2808192583,4,P401,PALMETTO,803,False,PALMETTO COMMUNITY CENTER,825 RD 261 TUPELO MS 38801
LEE,"Lee County, Mississippi",0500000US28081,"District 4, Lee County, Mississippi",0600000US2808192583,4,P402,PLEASANT GROVE,1252,False,PLEASANT GROVE PRECINCT BUILDING,814 RD 506 SHANNON MS 38868
LEE,"Lee County, Mississippi",0500000US28081,"District 4, Lee County, Mississippi",0600000US2808192583,4,P403,OLD UNION,543,True,OLD UNION BAPTIST CHURCH LOCATION,"113 RD 455, SHANNON MS 38868"
LEE,"Lee County, Mississippi",0500000US28081,"District 4, Lee County, Mississippi",0600000US2808192583,4,P405,TUPELO 4 NORTH,3219,True,ST. PAUL CHRISTIAN LIFE CENTER,475 N. FRONT ST TUPELO MS 38804
LEE,"Lee County, Mississippi",0500000US28081,"District 4, Lee County, Mississippi",0600000US2808192583,4,P406,TUPELO 4 SOUTH,1997,False,HAVEN ACRES BOYS & GIRLS CLUB,3288 WILLIE MOORE RD TUPELO MS 38801
LEE,"Lee County, Mississippi",0500000US28081,"District 5, Lee County, Mississippi",0600000US2808193321,5,P501,BREWER,843,True,BREWER METHODIST CHURCH,280 RD 805 SHANNON MS 38868
LEE,"Lee County, Mississippi",0500000US28081,"District 5, Lee County, Mississippi",0600000US2808193321,5,P502,SHANNON,692,False,SHANNON CITY HALL,225 BROAD ST SHANNON MS 38868
LEE,"Lee County, Mississippi",0500000US28081,"District 5, Lee County, Mississippi",0600000US2808193321,5,P503,RICHMOND,569,True,RICHMOND BAPTIST CHURCH FELLOWSHIP HALL,111 ROAD 800 TUPELO MS 38804
LEE,"Lee County, Mississippi",0500000US28081,"District 5, Lee County, Mississippi",0600000US2808193321,5,P504,PLANTERSVILLE,1075,False,PLANTERSVILLE CITY HALL,2587 MAIN ST PLANTERSVILLE MS 38862
LEE,"Lee County, Mississippi",0500000US28081,"District 5, Lee County, Mississippi",0600000US2808193321,5,P505,TUPELO 5,1313,False,ICC STUDENT SERVICE CENTER,2176 S EASON BLVD TUPELO MS 38804
LEE,"Lee County, Mississippi",0500000US28081,"District 5, Lee County, Mississippi",0600000US2808193321,5,P506,EGGVILLE,679,False,EGGVILLE FIRE STATION,850 RD 1498 TUPELO MS 38804
LEE,"Lee County, Mississippi",0500000US28081,"District 5, Lee County, Mississippi",0600000US2808193321,5,P508,NETTLETON,1900,True,NETTLETON METHODIST CHURCH LIFE CENTER,160 VERONA AVE NETTLETON MS 38858
LEE,"Lee County, Mississippi",0500000US28081,"District 5, Lee County, Mississippi",0600000US2808193321,5,P509,GILVO,433,True,ALLEN'S CHAPEL METHODIST CHURCH,3119 HWY 178 MOOREVILLE MS 38857
LEE,"Lee County, Mississippi",0500000US28081,"District 5, Lee County, Mississippi",0600000US2808193321,5,P507,MOOREVILLE,1992,True,MOOREVILLE METHODIST CHURCH,733 HWY 371 MOOREVILLE MS 38857
LEE,"Lee County, Mississippi",0500000US28081,"District 4, Lee County, Mississippi",0600000US2808192583,4,P404,VERONA,1353,False,VERONA CITY HALL,201 MAIN ST VERONA MS 38879
LEFLORE,"Leflore County, Mississippi",0500000US28083,,,0,35,MINTER CITY,218,False,MINTER CITY VOLUNTEER FIRE STATION,2900 COUNTY ROAD 26 MINTER CITY MS 38944
